city_eng|country_eng|iata_code|name_eng
Hue|Vietnam|HUI|Phu Bai
Hugo|United States|HUJ|Hugo
Hukuntsi|Botswana|HUK|Hukuntsi
Houlton|United States|HUL|International
Houma|United States|HUM|Terrebonne
Hualien|Taiwan|HUN|Hualien
Houn|Libya|HUQ|Houn
Hughes|United States|HUS|Municipal
Hutchinson|United States|HUT|Hutchinson
Huanuco|Peru|HUU|Huanuco
Hudiksvall|Sweden|HUV|Hudiksvall
Huatulco|Mexico|HUX|Huatulco
Humberside|United Kingdom|HUY|Humberside International
Huizhou|China|HUZ|Huizhou
Analalava|Madagascar|HVA|Analalava
Hervey Bay|Australia|HVB|Hervey Bay
Khovd|Mongolia|HVD|Khovd
Hanksville|United States|HVE|Intermediate
Honningsvag|Norway|HVG|Valan
Holmavik|Iceland|HVK|Holmavik
Hvammstangi|Iceland|HVM|Hvammstangi
New Haven|United States|HVN|New Haven
Havre|United States|HVR|City County
Hartsville|United States|HVS|Municipal
Hawabango|Papua New Guinea|HWA|Hawabango
Hayward|United States|HWD|Air Terminal
Hawk Inlet|United States|HWI|SPB
Hawker|Australia|HWK|Wilpena Pound
Hwange Nat Park|Zimbabwe|HWN|Hwange Nat Park
Hollywood|United States|HWO|North Perry
Hay|Australia|HXX|Hay
Hyannis|United States|HYA|Barnstable
High Wycombe|United Kingdom|HYC|High Wycombe
Hyderabad|India|HYD|Rajiv Gandhi Airport
Hayfields|Papua New Guinea|HYF|Hayfields
Hydaburg|United States|HYG|SPB
Hollis|United States|HYL|SPB
Huangyan|China|HYN|Huangyan
Hayward|United States|HYR|Municipal
Hays|United States|HYS|Municipal
Hyvinkaa|Finland|HYV|Hyvinkaa
Hazebrouck|France|HZB|Merville/Calonne
Hanzhong|China|HZG|Hanzhong
Liping City|China|HZH|Liping
Husavik|Iceland|HZK|Husavik
Hazleton|United States|HZL|Hazleton
Hazyview|South Africa|HZV|Hazyview
Igarka|Russian Federation|IAA|Igarka
Wichita|United States|IAB|Mcconnell AFB
Washington, DC|United States|IAD|Washington Dulles International
Niagara Falls|United States|IAG|International
Houston|United States|IAH|George Bush Intercontinental
In Amenas|Algeria|IAM|In Amenas
Kiana|United States|IAN|Bob Barker Memorial
Bahregan|Iran|IAQ|Bahregan
Yaroslavl|Russian Federation|IAR|Tunoshna
Iasi|Romania|IAS|Iasi
Iaura|Papua New Guinea|IAU|Iaura
Ibadan|Nigeria|IBA|Ibadan
Ibague|Colombia|IBE|Ibague
Iboki|Papua New Guinea|IBI|Iboki
Indigo Bay Lodge|Uganda|IBL|Indigo Bay Lodge
Ibo|Mozambique|IBO|Ibo
Iberia|Peru|IBP|Iberia
Ibiza|Spain|IBZ|Ibiza
Icabaru|Venezuela|ICA|Icabaru
Cicia|Fiji|ICI|Cicia
Nieuw Nickerie|Suriname|ICK|Nieuw Nickerie
Clarinda|United States|ICL|Municipal
Seoul|Korea (South)|ICN|Incheon International
Sicogon Island|Philippines|ICO|Sicogon Island
Nicaro|Cuba|ICR|Nicaro
Wichita|United States|ICT|Mid-Continent
Icy Bay|United States|ICY|Icy Bay
Idaho Falls|United States|IDA|Fanning Field
Idre|Sweden|IDB|Idre
Ila Da Chilonzuene|Spain|IDC|Ila Da Chilonzuene
Idiofa|Democratic Republic Of Congo|IDF|Idiofa
Ida Grove|United States|IDG|Municipal
Indiana, PA|United States|IDI|ndiana County Airport (Jimmy Stewart Field)
Indulkana|Australia|IDK|Indulkana
Indagen|Papua New Guinea|IDN|Indagen
Santa Isabel do Morro|Brazil|IDO|Rio
Independence|United States|IDP|Independence
Indore|India|IDR|Devi Ahilyabai Holkar
Zielona Gora|Poland|IEG|Babimost
Iejima|Japan|IEJ|Iejima
Riesa|Germany|IES|Riesa
Kiev|Ukraine|IEV|Zhulhany
Iowa Falls|United States|IFA|Iowa Falls
Iffley|Australia|IFF|Iffley
Hesa|Iran|IFH|Hesa
Isafjordur|Iceland|IFJ|Isafjordur
Innisfail|Australia|IFL|Innisfail
